Repository,Number,Body,class,Title,Combined_Text
pytorch,11333,"issue description initialize multivariatenormal https github.com pytorch pytorch blob bb7d1837bc164b06e1d0826a20a8f7e8338a44e3 torch distributions multivariate normal.py l76 object covariance matrix provided batch dimension too, slow gpu, always slower gpu cpu. even seems leak memory without batch dimension cpu gpu, different intensity check n parameter code example . one strange thing uses cpu ram running gpu. digging bit deeper, experienced tensor's potrf function, probably root cause. code example outputs testing multivariatenormal testing potrf system info collecting environment information... pytorch version 0.5.0a0 e9ad743 debug build cuda used build pytorch 9.2.88 os ubuntu 18.04.1 lts gcc version ubuntu 7.3.0 16ubuntu3 7.3.0 cmake version version 3.12.0 python version 3.6 cuda available yes cuda runtime version 9.2.148 gpu models configuration gpu 0 geforce gtx 1080 ti gpu 1 geforce gtx 1080 ti gpu 2 geforce gtx 1080 ti nvidia driver version 396.54 cudnn version probably one following usr lib x86 64 linux gnu libcudnn.so.7.2.1 usr lib x86 64 linux gnu libcudnn static v7.a versions relevant libraries pip could collect conda magma cuda91 2.3.0 1 pytorch conda torch 0.5.0a0 e9ad743 conda torchfile 0.1.0 conda torchnet 0.0.4 conda torchvision 0.2.1 pytorch used docker container pip version pip 18.0 opt conda lib python3.6 site packages pip python 3.6",1,multivariatenormal potrf slow gpu seems memory leak,"multivariatenormal potrf slow gpu seems memory leak issue description initialize multivariatenormal https github.com pytorch pytorch blob bb7d1837bc164b06e1d0826a20a8f7e8338a44e3 torch distributions multivariate normal.py l76 object covariance matrix provided batch dimension too, slow gpu, always slower gpu cpu. even seems leak memory without batch dimension cpu gpu, different intensity check n parameter code example . one strange thing uses cpu ram running gpu. digging bit deeper, experienced tensor's potrf function, probably root cause. code example outputs testing multivariatenormal testing potrf system info collecting environment information... pytorch version 0.5.0a0 e9ad743 debug build cuda used build pytorch 9.2.88 os ubuntu 18.04.1 lts gcc version ubuntu 7.3.0 16ubuntu3 7.3.0 cmake version version 3.12.0 python version 3.6 cuda available yes cuda runtime version 9.2.148 gpu models configuration gpu 0 geforce gtx 1080 ti gpu 1 geforce gtx 1080 ti gpu 2 geforce gtx 1080 ti nvidia driver version 396.54 cudnn version probably one following usr lib x86 64 linux gnu libcudnn.so.7.2.1 usr lib x86 64 linux gnu libcudnn static v7.a versions relevant libraries pip could collect conda magma cuda91 2.3.0 1 pytorch conda torch 0.5.0a0 e9ad743 conda torchfile 0.1.0 conda torchnet 0.0.4 conda torchvision 0.2.1 pytorch used docker container pip version pip 18.0 opt conda lib python3.6 site packages pip python 3.6"
pytorch,3665,"hi everyone, find slight memory leak training lstm networks. running environment torch 0.2.0.3 cuda 7.5 os ubuntu 16.04lts issue similar discuss https discuss.pytorch.org tracking suspected memory leak 1130 9 . following discussion, found disable cudnn adding solve problem speed affected either. quite confused memory leak using cudnn. results cudnn enabled, memory leak occurs every epoch. screenshot ! cudnn enable https user images.githubusercontent.com 9111828 32723137 558d6d6a c8a7 11e7 8934 644aeb1aa762.png results cudnn disabled, memory leak almost eleminated although happens first several epochs . screenshot ! cudnn disable https user images.githubusercontent.com 9111828 32723151 638edee4 c8a7 11e7 825b f6f604b7aaf2.png",1,slight memory leak lstm,"slight memory leak lstm hi everyone, find slight memory leak training lstm networks. running environment torch 0.2.0.3 cuda 7.5 os ubuntu 16.04lts issue similar discuss https discuss.pytorch.org tracking suspected memory leak 1130 9 . following discussion, found disable cudnn adding solve problem speed affected either. quite confused memory leak using cudnn. results cudnn enabled, memory leak occurs every epoch. screenshot ! cudnn enable https user images.githubusercontent.com 9111828 32723137 558d6d6a c8a7 11e7 8934 644aeb1aa762.png results cudnn disabled, memory leak almost eleminated although happens first several epochs . screenshot ! cudnn disable https user images.githubusercontent.com 9111828 32723151 638edee4 c8a7 11e7 825b f6f604b7aaf2.png"
pytorch,20053,"issue currently cpu https github.com pytorch pytorch blob master aten src aten accumulatetype.h l34 suggest small discussion whether better switch float. motivation prompted wanchaol asking https gist.github.com wanchaol aceb0a1e8d3a93c8853689730b0f709f error, think three possible reasons consider changing consistency gpu, support platforms float faster e.g. arm32 get rid ub. seem recall apaszke preferring current behaviour year ago back context 6855, always dispatched double auxilliary function cpu . pitch switch generally. alternatives switch specific platforms e.g. arm32 , somehow get rid ub warning. additional context e.g. ljk53 might interested changing android specifically generally.",1,rfc accscalar float cpu,"rfc accscalar float cpu issue currently cpu https github.com pytorch pytorch blob master aten src aten accumulatetype.h l34 suggest small discussion whether better switch float. motivation prompted wanchaol asking https gist.github.com wanchaol aceb0a1e8d3a93c8853689730b0f709f error, think three possible reasons consider changing consistency gpu, support platforms float faster e.g. arm32 get rid ub. seem recall apaszke preferring current behaviour year ago back context 6855, always dispatched double auxilliary function cpu . pitch switch generally. alternatives switch specific platforms e.g. arm32 , somehow get rid ub warning. additional context e.g. ljk53 might interested changing android specifically generally."
pytorch,28761,"bug slow passed h5py dataset. reproduce create new hdf5 file 1000x1000 float32 dataset load back tensor slow. however, dataset converted numpy array first, performs much faster resulting tensors equal. perhaps manual numpy array conversion avoids expensive conversion python nested list floats. cc vitalyfedyunin ngimel",1,torch.tensor slow passed h5py dataset.,"torch.tensor slow passed h5py dataset. bug slow passed h5py dataset. reproduce create new hdf5 file 1000x1000 float32 dataset load back tensor slow. however, dataset converted numpy array first, performs much faster resulting tensors equal. perhaps manual numpy array conversion avoids expensive conversion python nested list floats. cc vitalyfedyunin ngimel"
pytorch,23642,"bug latest change dataloader 19228 leads severe performance regression large scale training 30 . finally root cause theses change https github.com pytorch pytorch blob master torch utils data dataloader.py l889 l891. causes exit epoch additional 5 seconds. reproduce steps reproduce behavior expected behavior exit basically free pytorch 1.1, takes 5s pytorch 1.2. environment additional context suggest fix recover previous lines around https github.com pytorch pytorch blob master torch utils data dataloader.py l889 l891. example, following code fix problem",1,performance regression dataloader,"performance regression dataloader bug latest change dataloader 19228 leads severe performance regression large scale training 30 . finally root cause theses change https github.com pytorch pytorch blob master torch utils data dataloader.py l889 l891. causes exit epoch additional 5 seconds. reproduce steps reproduce behavior expected behavior exit basically free pytorch 1.1, takes 5s pytorch 1.2. environment additional context suggest fix recover previous lines around https github.com pytorch pytorch blob master torch utils data dataloader.py l889 l891. example, following code fix problem"
pytorch,25690,"two machines. one p100 another 4 k80s. found following code output differently two machines. means seeding make output dropout reproducible different devices. design? make output reproducible different devices, may trouble comparing different models. output p100 machine always output k80 machine always",1,dropout behaves differently different devices,"dropout behaves differently different devices two machines. one p100 another 4 k80s. found following code output differently two machines. means seeding make output dropout reproducible different devices. design? make output reproducible different devices, may trouble comparing different models. output p100 machine always output k80 machine always"
pytorch,10851,"issue description processing large amount output lines 100000 lines , profiler.table spend several minutes. think , new lines added end string, result copy operation whole string. best practise may using .",1,profiler.table slow,"profiler.table slow issue description processing large amount output lines 100000 lines , profiler.table spend several minutes. think , new lines added end string, result copy operation whole string. best practise may using ."
pytorch,22127,"bug reproduce cpu memory leak model forwarding loop define model simple write test program expected behavior look system monitor, related python process's memory stable. fact memory increase time. environment pytorch version 1.1 os linux osx installed pytorch python version 3.6 3.7 relevant information using gc.collect , increasing becomes slow, however help since want use lstm layers quickly memory additional context writing reinforcement learning program, every episode loops model forwardings. memory leak problem vital.",1,cpu memory leak model forwarding loop,"cpu memory leak model forwarding loop bug reproduce cpu memory leak model forwarding loop define model simple write test program expected behavior look system monitor, related python process's memory stable. fact memory increase time. environment pytorch version 1.1 os linux osx installed pytorch python version 3.6 3.7 relevant information using gc.collect , increasing becomes slow, however help since want use lstm layers quickly memory additional context writing reinforcement learning program, every episode loops model forwardings. memory leak problem vital."
pytorch,29809,"bug training cpu simple one layer cnn variable width batches, standard text classification , memory usage increases significantly call, quickly causes memory. reproduce running , get oom error 30 iterations memory profiler output https github.com pytorch pytorch files 3846948 memory profiler output.txt clearly shows steady memory increase never decrease call, 190mb per call average. expected behavior would expect memory usage increase slightly first step, stabilize increase linearly. environment pytorch version 1.3.1 cpu debug build cuda used build pytorch none os ubuntu 18.04.3 lts gcc version ubuntu 7.4.0 1ubuntu1 18.04.1 7.4.0 cmake version could collect python version 3.6 cuda available cuda runtime version cuda gpu models configuration cuda nvidia driver version cuda cudnn version cuda versions relevant libraries pip3 numpy 1.17.4 pip3 torch 1.3.1 cpu conda could collect additional context things tested, following advice multiples related issues found https github.com pytorch vision issues 984, https github.com pytorch pytorch issues 5285 others 1. check references model output kept accross iterations e.g. loss 2. remove anything possible narrow issue data loader, tqdm, backward, optimization, . kept forward pass dummy data. 3. use exact issue happens. 4. random fixed size tensors replacing , issue disappears. however, cnn text, unfortunately, need batches variable width... 5. remove line, issue disappears well, problem data generation itelf. 6. tried following pytorch versions exact issue pip pip conda cc ezyang gchanan zou3519 jerryzh168",1,memory leak conv1d cpu,"memory leak conv1d cpu bug training cpu simple one layer cnn variable width batches, standard text classification , memory usage increases significantly call, quickly causes memory. reproduce running , get oom error 30 iterations memory profiler output https github.com pytorch pytorch files 3846948 memory profiler output.txt clearly shows steady memory increase never decrease call, 190mb per call average. expected behavior would expect memory usage increase slightly first step, stabilize increase linearly. environment pytorch version 1.3.1 cpu debug build cuda used build pytorch none os ubuntu 18.04.3 lts gcc version ubuntu 7.4.0 1ubuntu1 18.04.1 7.4.0 cmake version could collect python version 3.6 cuda available cuda runtime version cuda gpu models configuration cuda nvidia driver version cuda cudnn version cuda versions relevant libraries pip3 numpy 1.17.4 pip3 torch 1.3.1 cpu conda could collect additional context things tested, following advice multiples related issues found https github.com pytorch vision issues 984, https github.com pytorch pytorch issues 5285 others 1. check references model output kept accross iterations e.g. loss 2. remove anything possible narrow issue data loader, tqdm, backward, optimization, . kept forward pass dummy data. 3. use exact issue happens. 4. random fixed size tensors replacing , issue disappears. however, cnn text, unfortunately, need batches variable width... 5. remove line, issue disappears well, problem data generation itelf. 6. tried following pytorch versions exact issue pip pip conda cc ezyang gchanan zou3519 jerryzh168"
pytorch,8818,"issue description running mpi backend cluster, job fails exit hangs unresponsively essentially node cluster runs script becomes unresponsive try terminate job. varies run run, happens often enough problematic. minimal reproduction script. high level steps 1. initialize multiple dataloader workers 2. communicate model parameters 3. update model parameters 4. run forward backward pass code example single machine gpus, run issues.py system info pytorch built source version 0.5.0a0 f8c18e0 debug build cuda used build pytorch 9.0.176 os ubuntu 16.04.4 lts gcc version ubuntu 5.5.0 12ubuntu1 16.04 5.5.0 20171010 cmake version version 3.11.1 python version 3.6 cuda available yes cuda runtime version 9.0.176 gpu models configuration gpu 0 8 v100 nvidia voltas nvidia driver version 384.81 cudnn version cudnn v7.0 cuda.9.0 versions relevant libraries openmpi 3.0.0 gcc.5.4.0 nccl 2.2.12 1 cuda.9.0 pip numpy 1.14.3 pip torch 0.5.0a0 f8c18e0 pip torchvision 0.2.1 conda magma cuda90 2.3.0 1 pytorch conda torch 0.5.0 conda torchvision 0.2.1 cc pietern mrshenli pritamdamania87 zhaojuanmao satgera rohan varma gqchen aazzolini osalpekar jiayisuse agolynski scipioneer h huang mrzzd",1,mpi causing job hang unresponsive external termination signals,"mpi causing job hang unresponsive external termination signals issue description running mpi backend cluster, job fails exit hangs unresponsively essentially node cluster runs script becomes unresponsive try terminate job. varies run run, happens often enough problematic. minimal reproduction script. high level steps 1. initialize multiple dataloader workers 2. communicate model parameters 3. update model parameters 4. run forward backward pass code example single machine gpus, run issues.py system info pytorch built source version 0.5.0a0 f8c18e0 debug build cuda used build pytorch 9.0.176 os ubuntu 16.04.4 lts gcc version ubuntu 5.5.0 12ubuntu1 16.04 5.5.0 20171010 cmake version version 3.11.1 python version 3.6 cuda available yes cuda runtime version 9.0.176 gpu models configuration gpu 0 8 v100 nvidia voltas nvidia driver version 384.81 cudnn version cudnn v7.0 cuda.9.0 versions relevant libraries openmpi 3.0.0 gcc.5.4.0 nccl 2.2.12 1 cuda.9.0 pip numpy 1.14.3 pip torch 0.5.0a0 f8c18e0 pip torchvision 0.2.1 conda magma cuda90 2.3.0 1 pytorch conda torch 0.5.0 conda torchvision 0.2.1 cc pietern mrshenli pritamdamania87 zhaojuanmao satgera rohan varma gqchen aazzolini osalpekar jiayisuse agolynski scipioneer h huang mrzzd"
pytorch,4211,similar 537. first call .cuda take long time. take even model.cuda . pytorch install conda . gpu gtx 1080 cuda9.0.,1,initial .cuda slow occur latest cuda9 version pytorch,initial .cuda slow occur latest cuda9 version pytorch similar 537. first call .cuda take long time. take even model.cuda . pytorch install conda . gpu gtx 1080 cuda9.0.
