Repository,Number,Body,class,Title,Combined_Text
keras,5671,"put loss function within metric yet metric entirely different, example training output note output per sample two coordinate x . can't work different. different consistent even new epoch starts. train , like generator outputs multiple inputs shape shape , similar inputs. instance 128.",1,loss metric completely different,"loss metric completely different put loss function within metric yet metric entirely different, example training output note output per sample two coordinate x . can't work different. different consistent even new epoch starts. train , like generator outputs multiple inputs shape shape , similar inputs. instance 128."
keras,1063,"hello, training single lstm layer parameters number examples 27,000 size sample 2500, 1 , dtype float64 size target 250, 1 , dtype float64 batch size 64 activation linear use geforce gtx 970 gpu training really slow single epoch takes 678 seconds, seems really slow. idea could happening speed things up? thanks!",1,lstm training really slow,"lstm training really slow hello, training single lstm layer parameters number examples 27,000 size sample 2500, 1 , dtype float64 size target 250, 1 , dtype float64 batch size 64 activation linear use geforce gtx 970 gpu training really slow single epoch takes 678 seconds, seems really slow. idea could happening speed things up? thanks!"
keras,12843,"configuration library version python 3.6.8 gcc 7.3.0 tensorflow base tensorflow gpu 1.13.1 keras gpu keras base 2.2.4 theano 1.0.4 cudnn 7.3.1 cudatoolkit 10.0.130 machine configuration ubuntu 18.04.2 lts intel r xeon r cpu e5 2640 v4 2.40ghz 128gb ram cuda version 10.2 double geforce gtx 1080ti description used pre trained keras model lenet structure fashion mnist datasets tensorflow theano backends respectively, noticed big difference two backends. accuracy tensorflow 91.6 accuracy theano 40.6 . ! acc https user images.githubusercontent.com 17698785 58078171 abfebd00 7be0 11e9 8980 a3e2686cac16.png prediction results two backends shown below, respectively ! tensorflow result https user images.githubusercontent.com 17698785 58078197 bcaf3300 7be0 11e9 91a5 2ad46142c1ef.png ! theano result https user images.githubusercontent.com 17698785 58078200 bcaf3300 7be0 11e9 83f3 4ed88c93991d.png based results, problem seems occur backend theano. also tried localize problem, found inconsistency may happen first layer model, convolutional layer compared outputs layer two backends, found many values close . layer also used many models inconsistency. therefore, suspect problem happens specific context parameters . particular, constructed model layer using parameters shuffling weights , inconsistency still exists. attched code pretrained model .h5 file help reproduce inconsistency. inconsistency 1.zip https github.com keras team keras files 3201344 inconsistency 1.zip",1,inconsistency convolutional layer tensorflow theano backends,"inconsistency convolutional layer tensorflow theano backends configuration library version python 3.6.8 gcc 7.3.0 tensorflow base tensorflow gpu 1.13.1 keras gpu keras base 2.2.4 theano 1.0.4 cudnn 7.3.1 cudatoolkit 10.0.130 machine configuration ubuntu 18.04.2 lts intel r xeon r cpu e5 2640 v4 2.40ghz 128gb ram cuda version 10.2 double geforce gtx 1080ti description used pre trained keras model lenet structure fashion mnist datasets tensorflow theano backends respectively, noticed big difference two backends. accuracy tensorflow 91.6 accuracy theano 40.6 . ! acc https user images.githubusercontent.com 17698785 58078171 abfebd00 7be0 11e9 8980 a3e2686cac16.png prediction results two backends shown below, respectively ! tensorflow result https user images.githubusercontent.com 17698785 58078197 bcaf3300 7be0 11e9 91a5 2ad46142c1ef.png ! theano result https user images.githubusercontent.com 17698785 58078200 bcaf3300 7be0 11e9 83f3 4ed88c93991d.png based results, problem seems occur backend theano. also tried localize problem, found inconsistency may happen first layer model, convolutional layer compared outputs layer two backends, found many values close . layer also used many models inconsistency. therefore, suspect problem happens specific context parameters . particular, constructed model layer using parameters shuffling weights , inconsistency still exists. attched code pretrained model .h5 file help reproduce inconsistency. inconsistency 1.zip https github.com keras team keras files 3201344 inconsistency 1.zip"
keras,7724,input like means increase one metric means decrease means change metric. array 83 items 83 fields output labels array categorical array shows effect metrics single metric used following code loss 100 epochs decrease loss percentage?,1,decrease loss keras training usnig lstm,decrease loss keras training usnig lstm input like means increase one metric means decrease means change metric. array 83 items 83 fields output labels array categorical array shows effect metrics single metric used following code loss 100 epochs decrease loss percentage?
keras,12343,"hi! strange behavior, trying make transfer learning mobilenetv2 keras. use keras.utils.sequence class inheritant data generators. one train, one validation. train loss decreases, validation loss increases since training start. even use single generator training validation absolutely data . model https gist.github.com dzubape efeefa77fdb1901d8f99c201b54381df seems, validation loss could different training loss, like 2.5 vs 0.01 way thinking wrong?",1,"fit generator data, different loss","fit generator data, different loss hi! strange behavior, trying make transfer learning mobilenetv2 keras. use keras.utils.sequence class inheritant data generators. one train, one validation. train loss decreases, validation loss increases since training start. even use single generator training validation absolutely data . model https gist.github.com dzubape efeefa77fdb1901d8f99c201b54381df seems, validation loss could different training loss, like 2.5 vs 0.01 way thinking wrong?"
keras,6199,"application need 2 output trained network one final layer one intermediate layer . since model.predict gives output last layer, wrote theano function fetch output intermediate layer final layer. works fine, almost 20 times slower compared model.predict . anybody help understand theano function slower make faster.",1,teano.function slower compared model.predict,"teano.function slower compared model.predict application need 2 output trained network one final layer one intermediate layer . since model.predict gives output last layer, wrote theano function fetch output intermediate layer final layer. works fine, almost 20 times slower compared model.predict . anybody help understand theano function slower make faster."
keras,4171,"trying train simple mlp model numerical data binary classification, train see continues forever... view code question here, without data loading portion look output model, see predicts things tried tried several machines different hardware ubuntu versions, different combinations keras 1.0.7, 1.0.8, latest commit theano 0.8.2 latest commit versions, cpu gpu training result every case. tried removing sigmoid activation optimising mse instead, results loss 10 digits long. tried single dense neuron activation various simplified architecures , tried several different optimizers adam, sgd, rmsprop . matter change model, cannot seem get anything else. verified nans infs matrix, values binary. matrix passed keras numpy array. help would much appreciated, labouring problem hours without able fix it.",1,high loss 7 binary classification,"high loss 7 binary classification trying train simple mlp model numerical data binary classification, train see continues forever... view code question here, without data loading portion look output model, see predicts things tried tried several machines different hardware ubuntu versions, different combinations keras 1.0.7, 1.0.8, latest commit theano 0.8.2 latest commit versions, cpu gpu training result every case. tried removing sigmoid activation optimising mse instead, results loss 10 digits long. tried single dense neuron activation various simplified architecures , tried several different optimizers adam, sgd, rmsprop . matter change model, cannot seem get anything else. verified nans infs matrix, values binary. matrix passed keras numpy array. help would much appreciated, labouring problem hours without able fix it."
keras,13389,"system information written custom code opposed using example directory yes, custom keras sequence os platform distribution e.g., linux ubuntu 16.04 ubuntu 16.04 tensorflow backend yes yes tensorflow version 1.14.0 keras version 2.3.0 python version python 3.6.8 cuda cudnn version 10.1 gpu model memory asus dual geforce rtx 2080 ti 2 pieces obtain tensorflow version python c import tensorflow tf print tf.git version, tf.version obtain keras version python c 'import keras k print k. version ' describe current behavior model multiple outputs, hence loss output overall weighted loss. weighted sum validation loss different outputs add overall validation loss, val loss. describe expected behavior expecting val loss weighted sum validation loss model output. code reproduce issue info logs include logs source code would helpful diagnose problem. including tracebacks, please include full traceback. large logs files attached.",1,val loss making sense multiple outputs weighted loss,"val loss making sense multiple outputs weighted loss system information written custom code opposed using example directory yes, custom keras sequence os platform distribution e.g., linux ubuntu 16.04 ubuntu 16.04 tensorflow backend yes yes tensorflow version 1.14.0 keras version 2.3.0 python version python 3.6.8 cuda cudnn version 10.1 gpu model memory asus dual geforce rtx 2080 ti 2 pieces obtain tensorflow version python c import tensorflow tf print tf.git version, tf.version obtain keras version python c 'import keras k print k. version ' describe current behavior model multiple outputs, hence loss output overall weighted loss. weighted sum validation loss different outputs add overall validation loss, val loss. describe expected behavior expecting val loss weighted sum validation loss model output. code reproduce issue info logs include logs source code would helpful diagnose problem. including tracebacks, please include full traceback. large logs files attached."
keras,10832,"recently bought second gpu order speed neural network computations. use keras 2.2.2 tensorflow 1.9.0. run normal model sped one gpu might expected. makes model run 60 times faster compared cpu amd 1950x . use instruction combined power cards results slowdown factor 100 . happens models rnn, cnn dense. cards seem work, however, seem alternate work other. also cpu activity increase quite lot. using cards cpu activity one core 50 , using one card 8 10 . selecting gpu separately using usual speed occurs. cannot use multi gpu model case. select gpu multi gpu model slow occurs. printed topology see could find anything strange, far expert this. issue issue 9204. issue discusses models cause slowdown using multiple gpu's. far see issue related specific model. anyone idea exactly wrong setup? keras 2.2.2, tensorflow 1.9.0, python 3.5.5, ubuntu mate 18.04 nvidia drivers 390.48 problems ubuntu mate 16.04.4 nvidia drivers 390.130 . simple mnist code used benchmark setup.",1,slowdown factor 100 adding second gpu,"slowdown factor 100 adding second gpu recently bought second gpu order speed neural network computations. use keras 2.2.2 tensorflow 1.9.0. run normal model sped one gpu might expected. makes model run 60 times faster compared cpu amd 1950x . use instruction combined power cards results slowdown factor 100 . happens models rnn, cnn dense. cards seem work, however, seem alternate work other. also cpu activity increase quite lot. using cards cpu activity one core 50 , using one card 8 10 . selecting gpu separately using usual speed occurs. cannot use multi gpu model case. select gpu multi gpu model slow occurs. printed topology see could find anything strange, far expert this. issue issue 9204. issue discusses models cause slowdown using multiple gpu's. far see issue related specific model. anyone idea exactly wrong setup? keras 2.2.2, tensorflow 1.9.0, python 3.5.5, ubuntu mate 18.04 nvidia drivers 390.48 problems ubuntu mate 16.04.4 nvidia drivers 390.130 . simple mnist code used benchmark setup."
keras,8273,"idea training loss smooth validation loss noisy across epochs? ! image https user images.githubusercontent.com 4671752 32121045 4b16b5b8 bb31 11e7 86e0 8690ce9f867c.png implementing deep learning model diabetic retinopathy detection binary classification using data set fundus photographs provided kaggle competition 2 . using keras 2.0 tensorflow backend. data set big fit memory, using , randomly taking images training validation folders train model model.fit generator train generator, steps per epoch train generator.samples training batch size, epochs int config 'training' 'epochs' , validation data validation generator, validation steps validation generator.samples validation batch size, class weight none cnn architecture vgg16 dropout 0.5 last two fully connected layers, batch normalization first fully connected layer, data augmentation consisting flipping images horizontally vertically . training validation samples normalized using training set mean standard deviation. batch size 32. activation loss function . find implementation github 3 definitely nothing overfitting, tried highly regularized model behavior quite same. related sampling validation set? similar problem before? thanks!! 2 https www.kaggle.com c diabetic retinopathy detection 3 https github.com ignaciorlando cnn dr kaggle",1,noisy validation loss keras using fit generator,"noisy validation loss keras using fit generator idea training loss smooth validation loss noisy across epochs? ! image https user images.githubusercontent.com 4671752 32121045 4b16b5b8 bb31 11e7 86e0 8690ce9f867c.png implementing deep learning model diabetic retinopathy detection binary classification using data set fundus photographs provided kaggle competition 2 . using keras 2.0 tensorflow backend. data set big fit memory, using , randomly taking images training validation folders train model model.fit generator train generator, steps per epoch train generator.samples training batch size, epochs int config 'training' 'epochs' , validation data validation generator, validation steps validation generator.samples validation batch size, class weight none cnn architecture vgg16 dropout 0.5 last two fully connected layers, batch normalization first fully connected layer, data augmentation consisting flipping images horizontally vertically . training validation samples normalized using training set mean standard deviation. batch size 32. activation loss function . find implementation github 3 definitely nothing overfitting, tried highly regularized model behavior quite same. related sampling validation set? similar problem before? thanks!! 2 https www.kaggle.com c diabetic retinopathy detection 3 https github.com ignaciorlando cnn dr kaggle"
keras,11858,"hi, sure labelled bug, problematic. batchnormalization seems silently produce nan weights training training dataset size multiple . example, training dataset 1825, 401, 401, 3 , validation dataset 140, 401, 401, 3 , , , training apparently goes fine weights nans, e.g. think happens training dataset 1825 gets split sets . there's going set 1 training image, maybe work batchnormalization. inference trained model gives solution make sure number training images multiple .",1,batchnormalization produces nan weights without nan loss,"batchnormalization produces nan weights without nan loss hi, sure labelled bug, problematic. batchnormalization seems silently produce nan weights training training dataset size multiple . example, training dataset 1825, 401, 401, 3 , validation dataset 140, 401, 401, 3 , , , training apparently goes fine weights nans, e.g. think happens training dataset 1825 gets split sets . there's going set 1 training image, maybe work batchnormalization. inference trained model gives solution make sure number training images multiple ."
keras,8792,"please make sure boxes checked submit issue. issue implementation question, please ask question stackoverflow http stackoverflow.com questions tagged keras join keras slack channel https keras slack autojoin.herokuapp.com ask instead filing github issue. thank you! x check date master branch keras. update pip install git git github.com fchollet keras.git upgrade deps x running tensorflow, check date latest version. installation instructions found https www.tensorflow.org get started os setup . x running theano, check date master branch theano. update pip install git git github.com theano theano.git upgrade deps x provide link github gist python script reproduce issue copy script short . running keras 2.1.2 well keras github master validation accuracy achieved dogs vs. cats example chapter 5.3 dl w python book https github.com fchollet deep learning python notebooks blob master 5.3 using pretrained convnet.ipynb 90 . however, validation accuracy running keras 2.0.9 96 . code well cats vs. dogs images required reproduce following github repo script also inline https github.com jjallaire keras vgg16 accuracy one noteworthy thing keras 2.1.2 case training takes 22 seconds epoch whereas keras 2.0.9 50 seconds per epoch amazon p2.xlarge instance .",1,regression training accuracy vgg16 application,"regression training accuracy vgg16 application please make sure boxes checked submit issue. issue implementation question, please ask question stackoverflow http stackoverflow.com questions tagged keras join keras slack channel https keras slack autojoin.herokuapp.com ask instead filing github issue. thank you! x check date master branch keras. update pip install git git github.com fchollet keras.git upgrade deps x running tensorflow, check date latest version. installation instructions found https www.tensorflow.org get started os setup . x running theano, check date master branch theano. update pip install git git github.com theano theano.git upgrade deps x provide link github gist python script reproduce issue copy script short . running keras 2.1.2 well keras github master validation accuracy achieved dogs vs. cats example chapter 5.3 dl w python book https github.com fchollet deep learning python notebooks blob master 5.3 using pretrained convnet.ipynb 90 . however, validation accuracy running keras 2.0.9 96 . code well cats vs. dogs images required reproduce following github repo script also inline https github.com jjallaire keras vgg16 accuracy one noteworthy thing keras 2.1.2 case training takes 22 seconds epoch whereas keras 2.0.9 50 seconds per epoch amazon p2.xlarge instance ."
keras,5720,"trying train segmentation network. running issues trying use image augmentation. attached function sets generator, fits though think really need , zips label image generators. trying zip program hangs never moves on. playing around seems flow function. whenever call flow function runs indefinitely. made changes image.py file allow 3d manipulations, check doublechecked even gone back implemented changes clean copy image.py make sure changing anything effect process. image.py.zip https github.com fchollet keras files 836158 image.py.zip attached zip updated image.py. functions start left 2d counterparts, within random transform 3d manipulations located. anyone thoughts? thanks, anthony.",1,image augmentation flow hanging forever training,"image augmentation flow hanging forever training trying train segmentation network. running issues trying use image augmentation. attached function sets generator, fits though think really need , zips label image generators. trying zip program hangs never moves on. playing around seems flow function. whenever call flow function runs indefinitely. made changes image.py file allow 3d manipulations, check doublechecked even gone back implemented changes clean copy image.py make sure changing anything effect process. image.py.zip https github.com fchollet keras files 836158 image.py.zip attached zip updated image.py. functions start left 2d counterparts, within random transform 3d manipulations located. anyone thoughts? thanks, anthony."
keras,11866,"using 2d data classification problem using keras. defining keras model following returns compiled model following number parameters parameters reading documentation inspecting code https github.com keras team keras blob 88af7d0c97497b5c3a198ee9416b2accfbc72c36 keras layers core.py l880 input shape 1d going use last dimension input dimension. thus layer 1100 parameters 10 100 100 weights bias . understand dot product input weights performed. data 2d 5 10 data points, using 100 10 weights weights input values multiplied? change input data 5,10 500,10 something changes? always idea output neuron k something like x 1, x 2 previous outpus, however case 2d know happening here.",1,number parameters dense layer 2d input,"number parameters dense layer 2d input using 2d data classification problem using keras. defining keras model following returns compiled model following number parameters parameters reading documentation inspecting code https github.com keras team keras blob 88af7d0c97497b5c3a198ee9416b2accfbc72c36 keras layers core.py l880 input shape 1d going use last dimension input dimension. thus layer 1100 parameters 10 100 100 weights bias . understand dot product input weights performed. data 2d 5 10 data points, using 100 10 weights weights input values multiplied? change input data 5,10 500,10 something changes? always idea output neuron k something like x 1, x 2 previous outpus, however case 2d know happening here."
keras,3675,"hi, noticed use fit generator pickle safe true, number workers 1, max generator queue 2 python processes accumulate memory leading hanging execution due available memory 40gb ram . happening setting pickle safe false.",1,memory consumption using fit generator,"memory consumption using fit generator hi, noticed use fit generator pickle safe true, number workers 1, max generator queue 2 python processes accumulate memory leading hanging execution due available memory 40gb ram . happening setting pickle safe false."
keras,11356,"training lstm models, switching cudnnlstm improves training speed significantly gpu machines. training convlstm2d models extremely slow, plan even possible make sth like cudnnconvlstm2d?",1,convlstm2d slow training,"convlstm2d slow training training lstm models, switching cudnnlstm improves training speed significantly gpu machines. training convlstm2d models extremely slow, plan even possible make sth like cudnnconvlstm2d?"
keras,8289,"found use adam optimizer ,train loss beginning epoch drops soon slows like epoch 1 100 loss 70.0 60.0 55. ...... 40.0 39.95 39.90 39.89 ..... epoch 2 100 loss 30 25 20 ...... 18.0 17.9 ..... 17.75 17.73 epoch 3 100 loss 10 8 7 ...... 6 6.9 .....",1,"use adam optimizer ,train loss beginning epoch drops soon slows","use adam optimizer ,train loss beginning epoch drops soon slows found use adam optimizer ,train loss beginning epoch drops soon slows like epoch 1 100 loss 70.0 60.0 55. ...... 40.0 39.95 39.90 39.89 ..... epoch 2 100 loss 30 25 20 ...... 18.0 17.9 ..... 17.75 17.73 epoch 3 100 loss 10 8 7 ...... 6 6.9 ....."
keras,8802,"sharing layers siamese style, able synchronize dropped units. example, code below, effect. parameter effect either. shared layers synchronize dropped units default, otherwise shared meaningful way. output note 1. inference nothing dropped, loss 0, expected 2. dropout rate 0, loss 0 training, expected 3. note epochs 2,3,7,8,9 loss 4, understand all. maybe another bug, need investigate further.",1,"dropout layer shared siamese style, dropped units synchronized.","dropout layer shared siamese style, dropped units synchronized. sharing layers siamese style, able synchronize dropped units. example, code below, effect. parameter effect either. shared layers synchronize dropped units default, otherwise shared meaningful way. output note 1. inference nothing dropped, loss 0, expected 2. dropout rate 0, loss 0 training, expected 3. note epochs 2,3,7,8,9 loss 4, understand all. maybe another bug, need investigate further."
keras,1133,"use cnn new keras, eg keras 0.3.0, get quite slow cnn training using mnist cnn.py 2x faster cpu version. well, keras 0.2.0 got almost 60x faster cpu. understand. happend dec 01, 2015?",1,performance new keras reduce much?,"performance new keras reduce much? use cnn new keras, eg keras 0.3.0, get quite slow cnn training using mnist cnn.py 2x faster cpu version. well, keras 0.2.0 got almost 60x faster cpu. understand. happend dec 01, 2015?"
keras,10350,"hi, used basic character level seq2seq model example https github.com keras team keras blob master examples lstm seq2seq.py french english translation. accuracy measure seems comparing entire decoder output, i.e max decoder output length. would like accuracy represent characters till first occurrence stop character ' n' case compare predicted output padded target output. example consider example gives 63 character long decoder sequence i.e decoder target output one hot representation '' empty string represents zero padded input vector 'c', 'o', 'u', 'r', 'e', 'z', ' xe2', ' x80', ' xaf', '!', ' n', '', '', '', '' '', '', '', '', '', '', '' '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '' '', '', '', '', '' '', '', '', '', '', '', '', '', '', '', '', '' '', '', '', '', '', '', '', '' fitting, predicted decoder output gives output using argmax one hot representation 'c', 'o', 'u', 'r', 'e', 'z', ' xe2', ' x80', ' xaf', '!', ' n', 'i', 'r', ' ', '?', ' n', 'i', 'l', ' xc3', ' xa9', ' ', '?', ' n', 'i', ' ', 'd', 'e', 'u', 's', ' ', 'c', 'o', 'u', 'r', 'e', ' xe2', ' x80', ' xaf', '!', ' n', ' n', ' n', ' ', '!', ' n', ' n', 'i', ' ', 'c', 'h', 'i', 'e', ' xe2', ' x80', ' xaf', '!', ' n', ' n', ' n', ' ', 'd', 'i', 'r', 'e' keras accuracy 11 63 however, relevant accuracy 11 11 need model consider accuracy beyond stop character. way get correct accuracy ignoring padded output ?",1,incorrect accuracy measure padded target sequence seq2seq model,"incorrect accuracy measure padded target sequence seq2seq model hi, used basic character level seq2seq model example https github.com keras team keras blob master examples lstm seq2seq.py french english translation. accuracy measure seems comparing entire decoder output, i.e max decoder output length. would like accuracy represent characters till first occurrence stop character ' n' case compare predicted output padded target output. example consider example gives 63 character long decoder sequence i.e decoder target output one hot representation '' empty string represents zero padded input vector 'c', 'o', 'u', 'r', 'e', 'z', ' xe2', ' x80', ' xaf', '!', ' n', '', '', '', '' '', '', '', '', '', '', '' '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '' '', '', '', '', '' '', '', '', '', '', '', '', '', '', '', '', '' '', '', '', '', '', '', '', '' fitting, predicted decoder output gives output using argmax one hot representation 'c', 'o', 'u', 'r', 'e', 'z', ' xe2', ' x80', ' xaf', '!', ' n', 'i', 'r', ' ', '?', ' n', 'i', 'l', ' xc3', ' xa9', ' ', '?', ' n', 'i', ' ', 'd', 'e', 'u', 's', ' ', 'c', 'o', 'u', 'r', 'e', ' xe2', ' x80', ' xaf', '!', ' n', ' n', ' n', ' ', '!', ' n', ' n', 'i', ' ', 'c', 'h', 'i', 'e', ' xe2', ' x80', ' xaf', '!', ' n', ' n', ' n', ' ', 'd', 'i', 'r', 'e' keras accuracy 11 63 however, relevant accuracy 11 11 need model consider accuracy beyond stop character. way get correct accuracy ignoring padded output ?"
