Repository,Number,Body,class,Title,Combined_Text
incubator-mxnet,16424,"description trained nas searched shufflenet related model https github.com canyonwind mxnet single path one shot nas , contains rare operators like channel shuffle, hard swish, hard sigmoid, etc.. runs fine gpu raw cpu backend failed val acc 0.0 mkl cpu backend. environment info required background shufflenet related model built layers ops common ops conv, bn, activation 'relu' concat concat shuffle channel slice reshape swapaxes reshape slice hard swish plusscalar clip divscalar mul hard sigmoid plusscalar clip divscalar global average pooling pool shuffle channel implemented ! alt text https github.com canyonwind mxnet single path one shot nas blob master images channel shuffle split.png?raw true error message model planned quantized using mxnet 1.6.0 master quantization tool https github.com apache incubator mxnet tree master example quantization . error occurs trying use mkl backend run raw model quantization well quantized model. raw model using imagenet inference.py https github.com canyonwind mxnet single path one shot nas blob master quantization imagenet inference.py mxnet cpu mkl , works fine raw model using model code https github.com canyonwind mxnet single path one shot nas blob master quantization imagenet inference.py mxnet mkl, failed quantized model interestingly, mxnet mkl, quantization process works smoothly generates quantized model. using imagenet inference.py https github.com canyonwind mxnet single path one shot nas blob master quantization imagenet inference.py verify quantized model's performance, failed like raw model quantization. steps reproduce 1. clone code model put 2. reproduce mxnet cpu without mkl 3. reproduce mxnet mkl failed validation accuracy",0,channel shuffle hard swish hard sigmoid running mkl cpu backend failed,"channel shuffle hard swish hard sigmoid running mkl cpu backend failed description trained nas searched shufflenet related model https github.com canyonwind mxnet single path one shot nas , contains rare operators like channel shuffle, hard swish, hard sigmoid, etc.. runs fine gpu raw cpu backend failed val acc 0.0 mkl cpu backend. environment info required background shufflenet related model built layers ops common ops conv, bn, activation 'relu' concat concat shuffle channel slice reshape swapaxes reshape slice hard swish plusscalar clip divscalar mul hard sigmoid plusscalar clip divscalar global average pooling pool shuffle channel implemented ! alt text https github.com canyonwind mxnet single path one shot nas blob master images channel shuffle split.png?raw true error message model planned quantized using mxnet 1.6.0 master quantization tool https github.com apache incubator mxnet tree master example quantization . error occurs trying use mkl backend run raw model quantization well quantized model. raw model using imagenet inference.py https github.com canyonwind mxnet single path one shot nas blob master quantization imagenet inference.py mxnet cpu mkl , works fine raw model using model code https github.com canyonwind mxnet single path one shot nas blob master quantization imagenet inference.py mxnet mkl, failed quantized model interestingly, mxnet mkl, quantization process works smoothly generates quantized model. using imagenet inference.py https github.com canyonwind mxnet single path one shot nas blob master quantization imagenet inference.py verify quantized model's performance, failed like raw model quantization. steps reproduce 1. clone code model put 2. reproduce mxnet cpu without mkl 3. reproduce mxnet mkl failed validation accuracy"
incubator-mxnet,13592,consider following using mxnet release version 1.3.1 osx returns array. however throws exception may related issue 8048.,0,transpose mxnet backward mirror throws exception,transpose mxnet backward mirror throws exception consider following using mxnet release version 1.3.1 osx returns array. however throws exception may related issue 8048.
incubator-mxnet,13438,"description getenv calls libc threadsafe according https rachelbythebay.com w 2017 01 30 env https github.com xianyi openblas issues 716 indirect calls dmlc getenv across mxnet codebase, https github.com apache incubator mxnet blob 266de6bef4da5769431557288d41fab2a02e52ca src engine threaded engine perdevice.cc l79 https github.com apache incubator mxnet blob 5a83b6b563211f430688e41eab4752c6de4ecf22 src executor graph executor.cc l1194 error message lib64 libc.so.6 0x35250 0x7fdc5b99b250 lib64 libc.so.6 getenv 0xad 0x7fdc5b99e0cd opt amazon lib libmxnet.so zn4dmlc6getenvibeet pkcs1 0x1b 0x7fdc4a1bedab opt amazon lib libmxnet.so zn5mxnet4exec13graphexecutor10initopsegsev 0x1cb 0x7fdc4a1b6e0b opt amazon lib libmxnet.so zn5mxnet4exec13graphexecutor15finishinitgraphen4nnvm6symbolens2 5graphepns 8executorerkst13unordered mapins2 9nodeentryens 7ndarrayens2 13nodeentryhashens2 14nodeentryequalesaist4pairiks8 s9 eee 0x71b 0x7fdc4a1b760b opt amazon lib libmxnet.so zn5mxnet4exec13graphexecutor4initen4nnvm6symbolerkns 7contexterkst3mapisss4 st4lessissesaist4pairiksss4 eeerkst6vectoris4 sais4 eesl sl rkst13unordered mapissns2 6tshapeest4hashissest8equal toissesaisa isb sn eeerksm issisp sr saisa isb ieees11 rksh ins 9opreqtype esais12 eerkst13unordered setisssp sr saisseepsh ins 7ndarrayesais1c ees1f s1f psm isss1c sp sr saisa isb s1c eeepns 8executorerksm ins2 9nodeentryes1c ns2 13nodeentryhashens2 14nodeentryequalesaisa iks1m s1c eee 0x75d 0x7fdc4a1b958d opt amazon lib libmxnet.so zn5mxnet8executor10simplebinden4nnvm6symbolerkns 7contexterkst3mapisss3 st4lessissesaist4pairiksss3 eeerkst6vectoris3 sais3 eesk sk rkst13unordered mapissns1 6tshapeest4hashissest8equal toissesais9 isa sm eeerksl issiso sq sais9 isa ieees10 rksg ins 9opreqtypeesai s11 eerkst13unordered setissso sq saisseepsg ins 7ndarrayesais1b ees1e s1e psl isss1b sq sais9 isa s1b eeeps0 0x1a6 0x7fdc4a1b9f46 opt amazon lib libmxnet.so mxexecutorsimplebind 0x1e38 0x7fdc4a1031a8 opt amazon python2.7 lib python2.7 lib dynload ctypes.so ffi call unix64 0x4c 0x7fdc5af9b858 minimum reproducible example todo steps reproduce todo",0,libc getenv threadsafe,"libc getenv threadsafe description getenv calls libc threadsafe according https rachelbythebay.com w 2017 01 30 env https github.com xianyi openblas issues 716 indirect calls dmlc getenv across mxnet codebase, https github.com apache incubator mxnet blob 266de6bef4da5769431557288d41fab2a02e52ca src engine threaded engine perdevice.cc l79 https github.com apache incubator mxnet blob 5a83b6b563211f430688e41eab4752c6de4ecf22 src executor graph executor.cc l1194 error message lib64 libc.so.6 0x35250 0x7fdc5b99b250 lib64 libc.so.6 getenv 0xad 0x7fdc5b99e0cd opt amazon lib libmxnet.so zn4dmlc6getenvibeet pkcs1 0x1b 0x7fdc4a1bedab opt amazon lib libmxnet.so zn5mxnet4exec13graphexecutor10initopsegsev 0x1cb 0x7fdc4a1b6e0b opt amazon lib libmxnet.so zn5mxnet4exec13graphexecutor15finishinitgraphen4nnvm6symbolens2 5graphepns 8executorerkst13unordered mapins2 9nodeentryens 7ndarrayens2 13nodeentryhashens2 14nodeentryequalesaist4pairiks8 s9 eee 0x71b 0x7fdc4a1b760b opt amazon lib libmxnet.so zn5mxnet4exec13graphexecutor4initen4nnvm6symbolerkns 7contexterkst3mapisss4 st4lessissesaist4pairiksss4 eeerkst6vectoris4 sais4 eesl sl rkst13unordered mapissns2 6tshapeest4hashissest8equal toissesaisa isb sn eeerksm issisp sr saisa isb ieees11 rksh ins 9opreqtype esais12 eerkst13unordered setisssp sr saisseepsh ins 7ndarrayesais1c ees1f s1f psm isss1c sp sr saisa isb s1c eeepns 8executorerksm ins2 9nodeentryes1c ns2 13nodeentryhashens2 14nodeentryequalesaisa iks1m s1c eee 0x75d 0x7fdc4a1b958d opt amazon lib libmxnet.so zn5mxnet8executor10simplebinden4nnvm6symbolerkns 7contexterkst3mapisss3 st4lessissesaist4pairiksss3 eeerkst6vectoris3 sais3 eesk sk rkst13unordered mapissns1 6tshapeest4hashissest8equal toissesais9 isa sm eeerksl issiso sq sais9 isa ieees10 rksg ins 9opreqtypeesai s11 eerkst13unordered setissso sq saisseepsg ins 7ndarrayesais1b ees1e s1e psl isss1b sq sais9 isa s1b eeeps0 0x1a6 0x7fdc4a1b9f46 opt amazon lib libmxnet.so mxexecutorsimplebind 0x1e38 0x7fdc4a1031a8 opt amazon python2.7 lib python2.7 lib dynload ctypes.so ffi call unix64 0x4c 0x7fdc5af9b858 minimum reproducible example todo steps reproduce todo"
incubator-mxnet,3836,"c winpython python 2.7.10.amd64 python.exe mycoding deeplearning test example mxnet example rcnn train end2end.py root path h data faster rcnn devkit path h data faster rcnn vocdevkit frequent 50 kv store local prefix h data faster rcnn model faster rcnn pretrained h data faster rcnn model vgg16 load epoch 1 info root namespace devkit path 'h data faster rcnn vocdevkit', factor step 50000, frequent 50, gpu ids '1,0', image set 'trainval', kv store 'local', load epoch 1, lr 0.001, mom 0.9, monitor false, flip false, num classes 21, num epoch 10, prefix 'h data faster rcnn model faster rcnn', pretrained 'h data faster rcnn model vgg16', resume false, root path 'h data faster rcnn', test image set 'test', wd 0.0005, work load list none, year '2007' info root train faster rcnn approximate joint end2end 'providing maximum shape', 'data', 2, 3, 1000, 1000 , 'label', 1l, 34596l , 'bbox target', 1l, 36l, 62l, 62l , 'bbox inside weight', 1l, 36l, 62l, 62l , 'bbox outside weight', 1l, 36l, 62l, 62l , 'gt boxes', 2, 500 voc 2007 trainval gt roidb loaded h data faster rcnn cache voc 2007 trainval gt roidb.pkl append flipped images roidb prepare roidb traceback recent call last file mycoding deeplearning test example mxnet example rcnn train end2end.py , line 178, args.work load list, args.resume, args.no flip, args.factor step file mycoding deeplearning test example mxnet example rcnn train end2end.py , line 125, end2end train arg params args, aux params auxs, begin epoch begin epoch, num epoch num epoch file c winpython python 2.7.10.amd64 lib site packages mxnet 0.7.0 py2.7.egg mxnet module base module.py , line 338, fit training true, force rebind force rebind file mycoding deeplearning test example mxnet example rcnn rcnn module.py , line 137, bind force rebind false, shared module none file c winpython python 2.7.10.amd64 lib site packages mxnet 0.7.0 py2.7.egg mxnet module module.py , line 282, bind grad req grad req, input types input types file c winpython python 2.7.10.amd64 lib site packages mxnet 0.7.0 py2.7.egg mxnet module executor group.py , line 170, init self.label layouts self.decide slices label shapes file c winpython python 2.7.10.amd64 lib site packages mxnet 0.7.0 py2.7.egg mxnet module executor group.py , line 196, decide slices shape name, shape assertionerror data must batch size batch size 2, label shape 1l, 34596l process finished exit code 1 training end2end",0,"train faster rcnn use two gpus, error occured like","train faster rcnn use two gpus, error occured like c winpython python 2.7.10.amd64 python.exe mycoding deeplearning test example mxnet example rcnn train end2end.py root path h data faster rcnn devkit path h data faster rcnn vocdevkit frequent 50 kv store local prefix h data faster rcnn model faster rcnn pretrained h data faster rcnn model vgg16 load epoch 1 info root namespace devkit path 'h data faster rcnn vocdevkit', factor step 50000, frequent 50, gpu ids '1,0', image set 'trainval', kv store 'local', load epoch 1, lr 0.001, mom 0.9, monitor false, flip false, num classes 21, num epoch 10, prefix 'h data faster rcnn model faster rcnn', pretrained 'h data faster rcnn model vgg16', resume false, root path 'h data faster rcnn', test image set 'test', wd 0.0005, work load list none, year '2007' info root train faster rcnn approximate joint end2end 'providing maximum shape', 'data', 2, 3, 1000, 1000 , 'label', 1l, 34596l , 'bbox target', 1l, 36l, 62l, 62l , 'bbox inside weight', 1l, 36l, 62l, 62l , 'bbox outside weight', 1l, 36l, 62l, 62l , 'gt boxes', 2, 500 voc 2007 trainval gt roidb loaded h data faster rcnn cache voc 2007 trainval gt roidb.pkl append flipped images roidb prepare roidb traceback recent call last file mycoding deeplearning test example mxnet example rcnn train end2end.py , line 178, args.work load list, args.resume, args.no flip, args.factor step file mycoding deeplearning test example mxnet example rcnn train end2end.py , line 125, end2end train arg params args, aux params auxs, begin epoch begin epoch, num epoch num epoch file c winpython python 2.7.10.amd64 lib site packages mxnet 0.7.0 py2.7.egg mxnet module base module.py , line 338, fit training true, force rebind force rebind file mycoding deeplearning test example mxnet example rcnn rcnn module.py , line 137, bind force rebind false, shared module none file c winpython python 2.7.10.amd64 lib site packages mxnet 0.7.0 py2.7.egg mxnet module module.py , line 282, bind grad req grad req, input types input types file c winpython python 2.7.10.amd64 lib site packages mxnet 0.7.0 py2.7.egg mxnet module executor group.py , line 170, init self.label layouts self.decide slices label shapes file c winpython python 2.7.10.amd64 lib site packages mxnet 0.7.0 py2.7.egg mxnet module executor group.py , line 196, decide slices shape name, shape assertionerror data must batch size batch size 2, label shape 1l, 34596l process finished exit code 1 training end2end"
incubator-mxnet,9520,"note providing complete information concise form best way get help. issue template serves checklist essential information technical issues bug reports. non technical issues feature requests, feel free present information believe best form. q discussion, please start discussion thread https discuss.mxnet.io description image augumention crash set mxnet cpu worker nthreads bigger 3 environment info required python info 'version ', '2.7.6' 'compiler ', 'gcc 4.8.4' 'build ', 'default', 'oct 26 2016 20 30 19' 'arch ', '64bit', 'elf' pip info 'version ', '9.0.1' 'directory ', ' usr local lib python2.7 dist packages pip' mxnet info 'version ', '0.12.1' 'directory ', ' usr local lib python2.7 dist packages mxnet' 'commit hash ', 'e0c7906693f0c79b0ce34a4d777c26a6bf1903c1' system info 'platform ', 'linux 4.4.0 64 generic x86 64 ubuntu 14.04 trusty' 'system ', 'linux' 'node ', 'meter' 'release ', '4.4.0 64 generic' 'version ', ' 85 14.04.1 ubuntu smp mon feb 20 12 10 54 utc 2017' hardware info 'machine ', 'x86 64' 'processor ', 'x86 64' architecture x86 64 cpu op mode 32 bit, 64 bit byte order little endian cpu 8 line cpu list 0 7 thread per core 2 core per socket 4 socket 1 numa node 1 vendor id genuineintel cpu family 6 model 94 stepping 3 cpu mhz 4200.000 bogomips 8016.71 virtualization vt x l1d cache 32k l1i cache 32k l2 cache 256k l3 cache 8192k numa node0 cpu 0 7 network test setting timeout 10 timing mxnet https github.com apache incubator mxnet, dns 0.0072 sec, load 1.6354 sec. timing pypi https pypi.python.org pypi pip, dns 0.0060 sec, load 0.5680 sec. timing fashionmnist https apache mxnet.s3 accelerate.dualstack.amazonaws.com gluon dataset fashion mnist train labels idx1 ubyte.gz, dns 0.1315 sec, load 0.9401 sec. timing conda https repo.continuum.io pkgs free , dns 0.1766 sec, load 1.0127 sec. timing gluon tutorial en http gluon.mxnet.io, dns 0.0067 sec, load 0.3688 sec. error open gluon tutorial cn https zh.gluon.ai, , dns finished 0.277799129486 sec. package used python r scala julia python error message blas program terminated. tried allocate many memory regions. minimum reproducible example",0,image augumention crash set mxnet cpu worker nthreads bigger 3,"image augumention crash set mxnet cpu worker nthreads bigger 3 note providing complete information concise form best way get help. issue template serves checklist essential information technical issues bug reports. non technical issues feature requests, feel free present information believe best form. q discussion, please start discussion thread https discuss.mxnet.io description image augumention crash set mxnet cpu worker nthreads bigger 3 environment info required python info 'version ', '2.7.6' 'compiler ', 'gcc 4.8.4' 'build ', 'default', 'oct 26 2016 20 30 19' 'arch ', '64bit', 'elf' pip info 'version ', '9.0.1' 'directory ', ' usr local lib python2.7 dist packages pip' mxnet info 'version ', '0.12.1' 'directory ', ' usr local lib python2.7 dist packages mxnet' 'commit hash ', 'e0c7906693f0c79b0ce34a4d777c26a6bf1903c1' system info 'platform ', 'linux 4.4.0 64 generic x86 64 ubuntu 14.04 trusty' 'system ', 'linux' 'node ', 'meter' 'release ', '4.4.0 64 generic' 'version ', ' 85 14.04.1 ubuntu smp mon feb 20 12 10 54 utc 2017' hardware info 'machine ', 'x86 64' 'processor ', 'x86 64' architecture x86 64 cpu op mode 32 bit, 64 bit byte order little endian cpu 8 line cpu list 0 7 thread per core 2 core per socket 4 socket 1 numa node 1 vendor id genuineintel cpu family 6 model 94 stepping 3 cpu mhz 4200.000 bogomips 8016.71 virtualization vt x l1d cache 32k l1i cache 32k l2 cache 256k l3 cache 8192k numa node0 cpu 0 7 network test setting timeout 10 timing mxnet https github.com apache incubator mxnet, dns 0.0072 sec, load 1.6354 sec. timing pypi https pypi.python.org pypi pip, dns 0.0060 sec, load 0.5680 sec. timing fashionmnist https apache mxnet.s3 accelerate.dualstack.amazonaws.com gluon dataset fashion mnist train labels idx1 ubyte.gz, dns 0.1315 sec, load 0.9401 sec. timing conda https repo.continuum.io pkgs free , dns 0.1766 sec, load 1.0127 sec. timing gluon tutorial en http gluon.mxnet.io, dns 0.0067 sec, load 0.3688 sec. error open gluon tutorial cn https zh.gluon.ai, , dns finished 0.277799129486 sec. package used python r scala julia python error message blas program terminated. tried allocate many memory regions. minimum reproducible example"
incubator-mxnet,13303,"description mxnet cpp package cross compilation fails oserror wrong elf class elfclass32 environment info required host system ubuntu 18.04.1 lts 4.15.0 38 generic x86 64 target system arm cortex a9 cpu build info required built source compiler gcc clang mingw visual studio arm buildroot linux gnueabihf gcc 7.3.0 mxnet commit hash 85fefa8c7291b556057ae685a5883c3f6a175c18 build config dbuild cpp examples duse mkldnn dthreads pthread arg duse opencv duse openmp duse cuda duse cudnn duse sse duse cpp package duse libjpeg turbo denable cuda rtc error message mxnet 1.3.0 building .... 86 building c object cmakefiles mxnet.dir dummy.c.o 93 built target mxnet unit tests 93 linking cxx shared library libmxnet.so 93 built target mxnet scanning dependencies target cpp package op h running opwrappergenerator.py traceback recent call last file opwrappergenerator.py , line 428, raise e oserror buildroot output build mxnet 1.3.0 libmxnet.so wrong elf class elfclass32 cpp package cmakefiles cpp package op h.dir build.make 58 recipe target 'cpp package cmakefiles cpp package op h' failed make 4 cpp package cmakefiles cpp package op h error 1 cmakefiles makefile2 541 recipe target 'cpp package cmakefiles cpp package op h.dir all' failed make 3 cpp package cmakefiles cpp package op h.dir error 2 minimum reproducible example steps reproduce 1. configure buildroot target system 2. add mxnet cmake buildroot package mxnet version 1.3.0 mxnet site https github.com apache incubator mxnet.git mxnet site method git mxnet git submodules yes mxnet install staging yes mxnet conf opts dbuild cpp examples duse mkldnn dthreads pthread arg duse opencv duse openmp duse cuda duse cudnn duse sse duse cpp package duse libjpeg turbo denable cuda rtc eval cmake package 3. compile package tried solve it? 1. checked opwrappergenerator.py source code. tries invoke python host system x86 64 perform cdll.libmxnet cdll.loadlibrary sys.argv 1 library built target . eventually host python know nothing arm library format.",0,mxnet cpp package cross compilation fails oserror wrong elf class elfclass32,"mxnet cpp package cross compilation fails oserror wrong elf class elfclass32 description mxnet cpp package cross compilation fails oserror wrong elf class elfclass32 environment info required host system ubuntu 18.04.1 lts 4.15.0 38 generic x86 64 target system arm cortex a9 cpu build info required built source compiler gcc clang mingw visual studio arm buildroot linux gnueabihf gcc 7.3.0 mxnet commit hash 85fefa8c7291b556057ae685a5883c3f6a175c18 build config dbuild cpp examples duse mkldnn dthreads pthread arg duse opencv duse openmp duse cuda duse cudnn duse sse duse cpp package duse libjpeg turbo denable cuda rtc error message mxnet 1.3.0 building .... 86 building c object cmakefiles mxnet.dir dummy.c.o 93 built target mxnet unit tests 93 linking cxx shared library libmxnet.so 93 built target mxnet scanning dependencies target cpp package op h running opwrappergenerator.py traceback recent call last file opwrappergenerator.py , line 428, raise e oserror buildroot output build mxnet 1.3.0 libmxnet.so wrong elf class elfclass32 cpp package cmakefiles cpp package op h.dir build.make 58 recipe target 'cpp package cmakefiles cpp package op h' failed make 4 cpp package cmakefiles cpp package op h error 1 cmakefiles makefile2 541 recipe target 'cpp package cmakefiles cpp package op h.dir all' failed make 3 cpp package cmakefiles cpp package op h.dir error 2 minimum reproducible example steps reproduce 1. configure buildroot target system 2. add mxnet cmake buildroot package mxnet version 1.3.0 mxnet site https github.com apache incubator mxnet.git mxnet site method git mxnet git submodules yes mxnet install staging yes mxnet conf opts dbuild cpp examples duse mkldnn dthreads pthread arg duse opencv duse openmp duse cuda duse cudnn duse sse duse cpp package duse libjpeg turbo denable cuda rtc eval cmake package 3. compile package tried solve it? 1. checked opwrappergenerator.py source code. tries invoke python host system x86 64 perform cdll.libmxnet cdll.loadlibrary sys.argv 1 library built target . eventually host python know nothing arm library format."
incubator-mxnet,6759,set mxnet cpu worker nthreads r,0,set mxnet cpu worker nthreads r,set mxnet cpu worker nthreads r set mxnet cpu worker nthreads r
incubator-mxnet,15138,"current tutorial developing operators mxnet, https mxnet.incubator.apache.org versions master faq add op backend.html talk fstatefulcompute fstatefulcomputeex, useful many cudnn ops. add section two interfaces, states kept persistent cached op. zheng da",0,tutorial developing advanced operators,"tutorial developing advanced operators current tutorial developing operators mxnet, https mxnet.incubator.apache.org versions master faq add op backend.html talk fstatefulcompute fstatefulcomputeex, useful many cudnn ops. add section two interfaces, states kept persistent cached op. zheng da"
incubator-mxnet,15919,"https github.com apache incubator mxnet blob master python mxnet gluon trainer.py l265 l275 update kvstore true, trainer.set learning rate modify learning rate remote parameter server",0,trainer.set learning rate broken distributed kvstore used,"trainer.set learning rate broken distributed kvstore used https github.com apache incubator mxnet blob master python mxnet gluon trainer.py l265 l275 update kvstore true, trainer.set learning rate modify learning rate remote parameter server"
incubator-mxnet,16508,"https github.com apache incubator mxnet tree master example distributed training horovod examples follow mpirun np 8 h server1 4,server2 4 bind none map slot x nccl debug info mca pml ob1 mca btl openib python train.py train.py means one gluon mnist.pymodule mnist.pyresnet50 imagenet.py ? use gluon mnist.py instead train.py?",0,distributed training using mxnet horovod,"distributed training using mxnet horovod https github.com apache incubator mxnet tree master example distributed training horovod examples follow mpirun np 8 h server1 4,server2 4 bind none map slot x nccl debug info mca pml ob1 mca btl openib python train.py train.py means one gluon mnist.pymodule mnist.pyresnet50 imagenet.py ? use gluon mnist.py instead train.py?"
incubator-mxnet,13439,build failure error http jenkins.mxnet ci.amazon ml.com blue organizations jenkins incubator mxnet detail master 2038 pipeline,0,test failure r cpu,test failure r cpu build failure error http jenkins.mxnet ci.amazon ml.com blue organizations jenkins incubator mxnet detail master 2038 pipeline
incubator-mxnet,14203,"os win10 64bits compiler vc2015 64 bits cuda cuda92 commit hash bada8a1961f0da7f01cd9e61d03f280c48083f1b bug 1 openmp required int loop line 515, line 580, line 607 mxnet op.h change line 729 utils.h change line 315, 203, 218, 252 broad cast reduce inl.h line 430 indexing op.cc bug 2 std min cannot find overload version line 340, line 463 convolution v1 inl.h change bug 3 c1002 link time code generation finding way fix it, link https social.msdn.microsoft.com forums sqlserver en us d2c4bb60 e558 4dc6 a0ba 47611d45bc86 c1002 compiler heap space pass 2?forum vcgeneral suggest link time code generation set profile guided optimization optimization ltcg pgoptimize instead blank. bug 4 uncheck build cpp examples cmake gui, cpp examples still include project files.",0,bug cannot compile mxnet windows,"bug cannot compile mxnet windows os win10 64bits compiler vc2015 64 bits cuda cuda92 commit hash bada8a1961f0da7f01cd9e61d03f280c48083f1b bug 1 openmp required int loop line 515, line 580, line 607 mxnet op.h change line 729 utils.h change line 315, 203, 218, 252 broad cast reduce inl.h line 430 indexing op.cc bug 2 std min cannot find overload version line 340, line 463 convolution v1 inl.h change bug 3 c1002 link time code generation finding way fix it, link https social.msdn.microsoft.com forums sqlserver en us d2c4bb60 e558 4dc6 a0ba 47611d45bc86 c1002 compiler heap space pass 2?forum vcgeneral suggest link time code generation set profile guided optimization optimization ltcg pgoptimize instead blank. bug 4 uncheck build cpp examples cmake gui, cpp examples still include project files."
incubator-mxnet,6874,"environment info operating system error raised ubuntu 14.04, windows 10 mac os x el capitan 10.11.6 compiler gcc visual studio 2013 clang omp package used python mxnet version 0.10.1 installed source python version distribution 2.7.6 installed apt get ubuntu. 2.7.12 python.org windows mac os. error message mac os minimum reproducible example code runs fine mxnet 0.9.5, 0.10.1 steps reproduce run python code above.",0,mx.symbol.softmax cross entropy raises error enough argument call operator softmax cross entropy,"mx.symbol.softmax cross entropy raises error enough argument call operator softmax cross entropy environment info operating system error raised ubuntu 14.04, windows 10 mac os x el capitan 10.11.6 compiler gcc visual studio 2013 clang omp package used python mxnet version 0.10.1 installed source python version distribution 2.7.6 installed apt get ubuntu. 2.7.12 python.org windows mac os. error message mac os minimum reproducible example code runs fine mxnet 0.9.5, 0.10.1 steps reproduce run python code above."
incubator-mxnet,16960,"description conversion fails large matrices. error message traceback recent call last file , line 1, file home ec2 user .local lib python3.6 site packages mxnet ndarray utils.py , line 146, array return array source array, ctx ctx, dtype dtype file home ec2 user .local lib python3.6 site packages mxnet ndarray ndarray.py , line 2505, array arr source array file home ec2 user .local lib python3.6 site packages mxnet ndarray ndarray.py , line 449, setitem self. set nd basic indexing key, value file home ec2 user .local lib python3.6 site packages mxnet ndarray ndarray.py , line 715, set nd basic indexing self. sync copyfrom value file home ec2 user .local lib python3.6 site packages mxnet ndarray ndarray.py , line 881, sync copyfrom ctypes.c size source array.size file home ec2 user .local lib python3.6 site packages mxnet base.py , line 253, check call raise mxneterror py str lib.mxgetlasterror mxnet.base.mxneterror 19 09 04 src ndarray ndarray function.cc 51 check failed size size 294967296 vs. 4000000000 copying size mismatch, 18446744072529682432 bytes, 16000000000 bytes. stack trace bt 0 home ec2 user .local lib python3.6 site packages mxnet libmxnet.so 0x2795cb 0x7efff4d2c5cb bt 1 home ec2 user .local lib python3.6 site packages mxnet libmxnet.so 0x259399b 0x7efff704699b bt 2 home ec2 user .local lib python3.6 site packages mxnet libmxnet.so mxnet ndarray synccopyfromcpu void const , unsigned long const 0x284 0x7efff6fe5934 bt 3 home ec2 user .local lib python3.6 site packages mxnet libmxnet.so mxndarraysynccopyfromcpu 0x2b 0x7efff6d8ebcb bt 4 usr lib64 libffi.so.6 ffi call unix64 0x4c 0x7f0059bbacec bt 5 usr lib64 libffi.so.6 ffi call 0x1f5 0x7f0059bba615 bt 6 usr lib64 python3.6 lib dynload ctypes.cpython 36m x86 64 linux gnu.so ctypes callproc 0x2a0 0x7f0059dcd290 bt 7 usr lib64 python3.6 lib dynload ctypes.cpython 36m x86 64 linux gnu.so 0x9586 0x7f0059dc6586 bt 8 usr lib64 libpython3.6m.so.1.0 pyobject fastcalldict 0x90 0x7f0061bce7e0 steps reproduce nd.array np.random.randn 5000000,800 paste commands ran produced error. tried solve it? 1. workaround convert smaller chunks concatenate ndarray create final mxnet",0,large numpy array mxnet ndarray conversion,"large numpy array mxnet ndarray conversion description conversion fails large matrices. error message traceback recent call last file , line 1, file home ec2 user .local lib python3.6 site packages mxnet ndarray utils.py , line 146, array return array source array, ctx ctx, dtype dtype file home ec2 user .local lib python3.6 site packages mxnet ndarray ndarray.py , line 2505, array arr source array file home ec2 user .local lib python3.6 site packages mxnet ndarray ndarray.py , line 449, setitem self. set nd basic indexing key, value file home ec2 user .local lib python3.6 site packages mxnet ndarray ndarray.py , line 715, set nd basic indexing self. sync copyfrom value file home ec2 user .local lib python3.6 site packages mxnet ndarray ndarray.py , line 881, sync copyfrom ctypes.c size source array.size file home ec2 user .local lib python3.6 site packages mxnet base.py , line 253, check call raise mxneterror py str lib.mxgetlasterror mxnet.base.mxneterror 19 09 04 src ndarray ndarray function.cc 51 check failed size size 294967296 vs. 4000000000 copying size mismatch, 18446744072529682432 bytes, 16000000000 bytes. stack trace bt 0 home ec2 user .local lib python3.6 site packages mxnet libmxnet.so 0x2795cb 0x7efff4d2c5cb bt 1 home ec2 user .local lib python3.6 site packages mxnet libmxnet.so 0x259399b 0x7efff704699b bt 2 home ec2 user .local lib python3.6 site packages mxnet libmxnet.so mxnet ndarray synccopyfromcpu void const , unsigned long const 0x284 0x7efff6fe5934 bt 3 home ec2 user .local lib python3.6 site packages mxnet libmxnet.so mxndarraysynccopyfromcpu 0x2b 0x7efff6d8ebcb bt 4 usr lib64 libffi.so.6 ffi call unix64 0x4c 0x7f0059bbacec bt 5 usr lib64 libffi.so.6 ffi call 0x1f5 0x7f0059bba615 bt 6 usr lib64 python3.6 lib dynload ctypes.cpython 36m x86 64 linux gnu.so ctypes callproc 0x2a0 0x7f0059dcd290 bt 7 usr lib64 python3.6 lib dynload ctypes.cpython 36m x86 64 linux gnu.so 0x9586 0x7f0059dc6586 bt 8 usr lib64 libpython3.6m.so.1.0 pyobject fastcalldict 0x90 0x7f0061bce7e0 steps reproduce nd.array np.random.randn 5000000,800 paste commands ran produced error. tried solve it? 1. workaround convert smaller chunks concatenate ndarray create final mxnet"
incubator-mxnet,13199,description brief description problem 2 sentences. environment info required package used python r scala julia using python error message minimum reproducible example steps reproduce paste commands ran produced error. 1. 2. tried solve it? forward starting thread.,0,namescope none hybridize multi threading environment. attributeerror 'nonetype' object attribute ' exit ',namescope none hybridize multi threading environment. attributeerror 'nonetype' object attribute ' exit ' description brief description problem 2 sentences. environment info required package used python r scala julia using python error message minimum reproducible example steps reproduce paste commands ran produced error. 1. 2. tried solve it? forward starting thread.
